"intGlCode","Fk_Licence","FK_Licence_Type","varTitle","chrFileFlag","varFile","varFileUrl","intDisplayOrder","chrDelete","chrPublish","dtCreateDate","dtModifyDate","varIpAddress","PUserGlCode","varAdminReview"
"189","35","1","View Amendment #3 (Amend Annex 2)","U","ViewAmendment3_1417650231.pdf",NULL,"4","N","Y","2014-12-03 05:43:51","2016-10-25 05:47:46","179.218.172.243","1",NULL
"190","36","1","View Licence document","U","ViewLicencedocument_1417650665.pdf",NULL,"1","N","Y","2014-12-03 05:51:05","2014-12-03 05:51:05","27.54.170.98","1",NULL
"191","36","1","View Amendment #1 (Amend Annex 2)","U","ViewAmendment1_1417650681.pdf",NULL,"2","N","Y","2014-12-03 05:51:21","2016-10-22 08:30:08","179.218.172.243","1",NULL
"192","5","1","View Licence document","U","ViewLicencedocument_1417651056.pdf",NULL,"4","N","Y","2014-12-03 05:57:36","2014-12-03 05:57:36","27.54.170.98","1",NULL
"193","5","1","View Amendment #1 (Allocation 800MHz Spectrum, Additional Short Codes, return 5 MHz 800MHz Spectrum)","U","ViewAmendment1_1417651080.pdf",NULL,"5","N","Y","2014-12-03 05:58:00","2016-10-15 09:41:28","179.218.70.205","1",NULL
"194","5","1","View Amendment #2 (Allocation of 7GHz & 8GHz Spectrum, Additional Short Codes)","U","ViewAmendment2_1417651088.pdf",NULL,"6","N","Y","2014-12-03 05:58:08","2016-10-15 09:10:22","179.218.70.205","1",NULL
"195","5","1","View Amendment #3 (Additional Short Codes)","U","ViewAmendment3_1417651095.pdf",NULL,"7","N","Y","2014-12-03 05:58:15","2016-10-15 09:12:23","179.218.70.205","1",NULL
"196","5","1","View Amendment #4 (Additional Short Code)","U","ViewAmendment4_1417651103.pdf",NULL,"8","N","Y","2014-12-03 05:58:23","2016-10-15 09:12:00","179.218.70.205","1",NULL
"197","5","1","View Amendment #5 (Allocation of 5GHz Spectrum)","U","ViewAmendment5_1417651115.pdf",NULL,"9","N","Y","2014-12-03 05:58:35","2016-10-15 09:13:54","179.218.70.205","1",NULL
"198","5","1","View Amendment #6 (Reinstate references for point-to-point spectrum previously omitted in error)","U","ViewAmendment6_1417651121.pdf",NULL,"10","N","Y","2014-12-03 05:58:41","2016-10-15 09:16:49","179.218.70.205","1",NULL
"199","5","1","View Amendment #7 (Removal of Short Codes, Reformat Central Office Codes)","U","ViewAmendment7_1417651149.pdf",NULL,"11","N","Y","2014-12-03 05:59:09","2016-10-15 09:19:51","179.218.70.205","1",NULL
"200","5","1","View Amendment #8 (Specify in-service dates for Central Office Codes)","U","ViewAmendment8_1417651157.pdf",NULL,"12","N","Y","2014-12-03 05:59:17","2016-10-15 09:21:34","179.218.70.205","1",NULL
"201","5","1","View Amendment #9 (Allocation of 800MHz Spectrum, Allocation of 850MHz Spectrum)","U","ViewAmendment9_1417651164.pdf",NULL,"13","N","Y","2014-12-03 05:59:24","2016-10-15 09:23:20","179.218.70.205","1",NULL
"202","5","1","View Amendment #10 (Additional Central Office Codes 922, 923, 936 & 937)","U","ViewAmendment10_1417651174.pdf",NULL,"14","N","Y","2014-12-03 05:59:34","2016-10-15 09:43:40","179.218.70.205","1",NULL
"203","5","1","View Amendment #11 (Amend Annex 4 - 800MHz and 850MHz Spectrum, no additional spectrum granted)","U","ViewAmendment11_1417651179.pdf",NULL,"15","N","Y","2014-12-03 05:59:39","2016-10-15 09:28:52","179.218.70.205","1",NULL
"204","5","1","View Amendment #12 (Allocation of 1800MHz and 1900MHz Spectrum, Amend use of VSAT Spectrum)","U","ViewAmendment12_1417651187.pdf",NULL,"16","N","Y","2014-12-03 05:59:47","2016-10-15 09:32:29","179.218.70.205","1",NULL
"205","5","1","View Amendment #13 (Addition of Type 15 Service)","U","ViewAmendment13_1417651195.pdf",NULL,"17","N","Y","2014-12-03 05:59:55","2016-10-15 09:33:55","179.218.70.205","1",NULL
"206","5","1","View Amendment #14 (Reassignment of Central Office Code 990)","U","ViewAmendment14_1417651209.pdf",NULL,"18","N","Y","2014-12-03 06:00:09","2016-10-15 09:42:21","179.218.70.205","1",NULL
"207","5","1","View Amendment #15 (Amendment 'doing business as ""LIME""')","U","ViewAmendment15_1417651219.pdf",NULL,"19","N","Y","2014-12-03 06:00:19","2016-10-15 09:37:24","179.218.70.205","1",NULL
"208","5","1","View Amendment #16 (Allocation of 800MHz Spectrum, Allocation of 11GHz Spectrum)","U","ViewAmendment16_1417651227.pdf",NULL,"20","N","Y","2014-12-03 06:00:27","2016-10-15 09:39:59","179.218.70.205","1",NULL
"209","5","1","View Amendment #17 (Amend Annex 1 to reflect updated s.23(2) notice changes)","U","ViewAmendment17_1417651234.pdf",NULL,"21","N","Y","2014-12-03 06:00:34","2016-10-15 09:47:13","179.218.70.205","1",NULL
"210","5","1","View Amendment #18 (Addition of Types 6 & 7 Services)","U","ViewAmendment18_1417651243.pdf",NULL,"22","N","Y","2014-12-03 06:00:43","2016-10-15 09:48:35","179.218.70.205","1",NULL
"211","5","1","View Amendment #19 (Allocation of 700MHz Spectrum)","U","ViewAmendment19_1417651252.pdf",NULL,"23","N","Y","2014-12-03 06:00:52","2016-10-15 09:50:12","179.218.70.205","1",NULL
"212","5","1","View Amendment #20 (Amendment of Annex 2)","U","ViewAmendment20_1417651258.pdf",NULL,"24","N","Y","2014-12-03 06:00:58","2016-10-15 09:52:00","179.218.70.205","1",NULL
"213","37","1","View Licence document","U","ViewLicencedocument_1417651674.pdf",NULL,"1","N","Y","2014-12-03 06:07:54","2014-12-03 06:07:54","27.54.170.98","1",NULL
"214","37","1","View Amendment #1 (Transfer of certain Network and Service Types to WestTel)","U","ViewAmendment1_1417651696.pdf",NULL,"2","N","Y","2014-12-03 06:08:16","2016-10-21 06:22:16","179.218.172.243","1",NULL
"215","37","1","View Amendment #2 (Extension of 1 year for Digital Technology launch in Sister Islands)","U","ViewAmendment2_1417651701.pdf",NULL,"3","N","Y","2014-12-03 06:08:21","2016-10-21 06:22:34","179.218.172.243","1",NULL
"216","37","1","View Amendment #3 (Addition of Network Type D1, Service Type 11 and Fibre Rollout Schedule)","U","ViewAmendment3_1417651708.pdf",NULL,"4","N","Y","2014-12-03 06:08:28","2016-10-21 06:23:11","179.218.172.243","1",NULL
"217","37","1","View Amendment #4 (Amendment to Digital Technology Rollout for Sister Islands)","U","ViewAmendment4_1417651715.pdf",NULL,"5","N","Y","2014-12-03 06:08:35","2016-10-21 06:23:30","179.218.172.243","1",NULL
"218","37","1","View Amendment #5 (Amendment of 2500 - 2698 MHz Spectrum Allocations)","U","ViewAmendment5_1417651722.pdf",NULL,"6","N","Y","2014-12-03 06:08:42","2016-10-21 06:25:45","179.218.172.243","1",NULL
"219","37","1","View Amendment #6 (Extension of 2 years to Fibre Rollout Schedule)","U","ViewAmendment6_1417651732.pdf",NULL,"7","N","Y","2014-12-03 06:08:52","2016-10-21 06:25:59","179.218.172.243","1",NULL
"220","37","1","View Amendment #7 (Extension of 1 year to Fibre Rollout Schedule)","U","ViewAmendment7_1417651738.pdf",NULL,"8","N","Y","2014-12-03 06:08:58","2016-10-21 05:54:06","179.218.172.243","1",NULL
"221","37","1","View Amendment #8 (Surrender 5750 - 5800 MHz Spectrum)","U","ViewAmendment8_1417651746.pdf",NULL,"9","N","Y","2014-12-03 06:09:06","2016-10-21 06:26:24","179.218.172.243","1",NULL
"222","37","1","View Amendment #9 (Extension of 1 year to Fibre Rollout Schedule)","U","ViewAmendment9_1417651752.pdf",NULL,"10","N","Y","2014-12-03 06:09:12","2016-10-21 06:26:38","179.218.172.243","1",NULL
"223","37","1","View Amendment #10 (Surrender 548 - 554 MHz (Ch 24) Spectrum)","U","ViewAmendment10_1417651760.pdf",NULL,"11","N","Y","2014-12-03 06:09:20","2016-10-21 06:25:19","179.218.172.243","1",NULL
"224","37","1","View Amendment #11 (Addition of Service Types 1, 5 & 9)","U","ViewAmendment11_1417651767.pdf",NULL,"12","N","Y","2014-12-03 06:09:27","2016-10-21 06:26:55","179.218.172.243","1",NULL
"225","37","1","View Amendment #12 (Extension of 2 years to Fibre Rollout Schedule)","U","ViewAmendment12_1417651776.pdf",NULL,"13","N","Y","2014-12-03 06:09:36","2016-10-21 06:27:13","179.218.172.243","1",NULL
"226","37","1","View Amendment #13 (Addition of Service Type 15)","U","ViewAmendment13_1417651782.pdf",NULL,"14","N","Y","2014-12-03 06:09:42","2016-10-21 06:25:04","179.218.172.243","1",NULL
"227","37","1","View Amendment #14 (Amendment of Ch 27 Spectrum Allocation)","U","ViewAmendment14_1417651792.pdf",NULL,"15","N","Y","2014-12-03 06:09:52","2016-10-21 06:27:29","179.218.172.243","1",NULL
"228","37","1","View Amendment #15 (Amendment to Annex 1B - Caymanian Participation)","U","ViewAmendment15_1417651803.pdf",NULL,"16","N","Y","2014-12-03 06:10:03","2016-10-21 06:07:51","179.218.172.243","1",NULL
"229","37","1","View Amendment #16 (Extension of 3.75 years to Fibre Rollout Plan)","U","ViewAmendment16_1417651811.pdf",NULL,"17","N","Y","2014-12-03 06:10:11","2016-10-21 06:24:03","179.218.172.243","1",NULL
"230","37","1","View Amendment #17 (Allocation of 530 - 536 MHz (Ch 24) Spectrum)","U","ViewAmendment17_1417651819.pdf",NULL,"18","N","Y","2014-12-03 06:10:19","2016-10-21 06:13:58","179.218.172.243","1",NULL
"231","38","1","View Licence document","U","ViewLicencedocument_1417652010.pdf",NULL,"1","N","Y","2014-12-03 06:13:30","2014-12-03 06:13:30","27.54.170.98","1",NULL
"232","39","1","""tetdfsdf 's & dfgdfg""","U","_1418257345.pdf",NULL,"2","Y","N","2014-12-10 06:22:25","2016-10-25 05:49:27","173.192.46.6","1",NULL
"233","39","2","""test & khgdfg's & fdjkghdfjgh""","U","testdocument_1418257410.doc",NULL,"2","Y","N","2014-12-10 06:23:30","2016-10-25 05:49:27","173.192.46.6","1",NULL
"235","42","2","Landscape Boulders's","U","1417634725ComplaintFormC100Dec05_1418500106.doc",NULL,"5","N","N","2014-12-13 01:48:26","2014-12-13 01:50:10","27.54.170.98","2",NULL
"236","42","1","Landscape Boulders's","U","1417634725ComplaintFormC100Dec05_1418500131.doc",NULL,"2","N","N","2014-12-13 01:48:51","2014-12-13 01:48:51","27.54.170.98","2",NULL
"241","44","2","test by mark'","U","testbynetclues_1418982130.pdf",NULL,"2","N","Y","2014-12-19 03:42:10","2014-12-19 03:45:50","174.36.7.178","2",NULL
"242","45","1","""tyest's & df h fgjh""","U","_1418409958_1419279303.pdf",NULL,"1","N","Y","2014-12-22 02:15:03","2014-12-22 02:15:03","27.54.170.98","1",NULL
"243","32","1","View Amendment #2 (Amend Condition 9 on the direction of the Governor)","U","2014_11_21_Blue_Bison_Amendment_2_1429647968.pdf",NULL,"3","N","Y","2015-04-21 04:26:08","2016-10-22 08:28:15","179.218.172.243","2",NULL
"244","36","1","View Amendment #2 (Amend Condition 9 on the direction of the Governor)","U","2014_11_21_DataLink_Amendment_2_1429648052.pdf",NULL,"3","N","Y","2015-04-21 04:27:32","2016-10-22 08:31:11","179.218.172.243","2",NULL
"245","3","1","View Amendment #27 (Amend Condition 9 on the direction of the Governor)","U","2014_11_21_Digicel_Amendment_27_1429648116.pdf",NULL,"31","N","Y","2015-04-21 04:28:36","2016-10-21 04:32:39","179.218.172.243","2",NULL
"246","5","1","View Amendment #21 (Amendment of Condition 9 on the direction of the Governor)","U","2014_11_21_LIME_Amendment_21_1429648377.pdf",NULL,"3","N","Y","2015-04-21 04:32:57","2016-10-21 04:36:38","179.218.172.243","2",NULL
"247","37","1","View Amendment #18 (Amendment to Condition 9 on the direction of the Governor)","U","2014_11_21_WestStar_Amendment_18_1429648446.pdf",NULL,"19","N","Y","2015-04-21 04:34:06","2016-10-21 06:29:20","179.218.172.243","2",NULL
"248","8","1","View Amendment #15 (Amend Condition 9 on the direction of the Governor)","U","2014_11_21_TeleCayman_Amendment_15_1429648504.pdf",NULL,"16","N","Y","2015-04-21 04:35:04","2016-10-21 05:02:10","179.218.172.243","2",NULL
"249","18","1","View Amendment #23 (Amend Condition 9 on the direction of the Governor)","U","2014_11_21_WestTel_Amendment_23_1429648567.pdf",NULL,"26","N","Y","2015-04-21 04:36:07","2016-10-21 06:11:50","179.218.172.243","2",NULL
"250","24","1","View Amendment #11 (Amend Condition 9 on the direction of the Governor)","U","2014_11_21_Infinity_Amendment_11_1429648619.pdf",NULL,"12","N","Y","2015-04-21 04:36:59","2016-10-22 07:54:37","179.218.172.243","2",NULL
"251","37","1","View Amendment #20 (Surrender 530 - 536 MHz (Ch 24) & 548 - 554 MHz (Ch 27) Spectrum)","U","AmendmentNo.20_1437771112.pdf",NULL,"21","N","Y","2015-07-24 04:51:52","2016-10-21 06:24:30","179.218.172.243","2",NULL
"252","39","1","View Licence Document","U","HurleysTVLtdLicence_1437772341.pdf",NULL,"1","N","Y","2015-07-24 05:12:21","2015-07-24 05:12:21","104.200.151.54","2",NULL
"253","5","1","View Amendment #22 (Addition of Condition 9a on the direction of the Governor)","U","2015_06_11_Licence_Amendment_C9a_1437772605.pdf",NULL,"2","N","Y","2015-07-24 05:16:45","2016-10-21 04:36:18","179.218.172.243","2",NULL
"254","37","1","View Amendment #19 (Addition of Condition 9a on the direction of the Governor)","U","2015_06_11_Licence_Amendment_C9a_1437772712.pdf",NULL,"20","N","Y","2015-07-24 05:18:32","2016-10-21 04:33:35","179.218.172.243","2",NULL
"255","3","1","View Amendment #28 (Addition of Condition 9a on the direction of the Governor)","U","2015_06_11_Licence_Amendment_C9a_1437772788.pdf",NULL,"32","N","Y","2015-07-24 05:19:48","2016-10-21 04:31:56","179.218.172.243","2",NULL
"256","8","1","View Amendment #16 (Addition of Condition 9a on the direction of the Governor)","U","2015_06_11_Licence_Amendment_C9a_1437772851.pdf",NULL,"17","N","Y","2015-07-24 05:20:51","2016-10-21 05:03:16","179.218.172.243","2",NULL
"257","18","1","View Amendment #24 (Add Condition 9a on the direction of the Governor)","U","2015_06_11_Licence_Amendment_C9a_1437772908.pdf",NULL,"27","N","Y","2015-07-24 05:21:48","2016-10-21 06:13:02","179.218.172.243","2",NULL
"258","18","1","View Amendment #24","U","2015_06_11_Licence_Amendment_C9a_1437772909.pdf",NULL,"1","Y","Y","2015-07-24 05:21:49","2016-10-21 05:27:57","173.192.46.6","2",NULL
"259","24","1","View Amendment #12 (Add Condition 9a on the direction of the Governor)","U","2015_06_11_Licence_Amendment_C9a_1437772964.pdf",NULL,"13","N","Y","2015-07-24 05:22:44","2016-10-22 07:55:31","179.218.172.243","2",NULL
"260","36","1","View Amendment #3 (Add Condition 9a on the direction of the Governor)","U","2015_06_11_Licence_Amendment_C9a_1437773030.pdf",NULL,"4","N","Y","2015-07-24 05:23:50","2016-10-22 08:32:06","179.218.172.243","2",NULL
"261","24","1","View Amendment #13 (Addition of 2 NXX's)","U","2015_09_04_IB_Licence_Amendment_No_13_1441391443.pdf",NULL,"14","N","Y","2015-09-04 02:30:43","2016-10-22 07:56:41","179.218.172.243","2",NULL
"262","24","1","View Amendment #14 (Addition of National Point Code)","U","LicenceAmendmentNo.14InfinityBroadband_1446817647.pdf",NULL,"15","N","Y","2015-11-06 08:47:27","2016-10-22 07:57:35","179.218.172.243","2",NULL
"263","24","1","View Amendment #15 (Addition of Type 11 Service)","U","InfinityBroadbandAmendment15_1447704883.pdf",NULL,"16","N","Y","2015-11-16 03:14:43","2016-10-22 07:59:01","179.218.172.243","2",NULL
"264","41","1","View Licence Document","U","2015_12_07_Open_Public_Licence-signed_1449517564.pdf",NULL,"1","N","Y","2015-12-07 02:46:04","2015-12-07 02:46:04","108.61.27.139","2",NULL
"265","14","1","View Amendment #3 (Assignment of Paramount Media Licence)","U","AmendmentNo.3HurleysEntertainmentCorporation_1450444484.pdf",NULL,"4","N","Y","2015-12-18 08:14:45","2016-10-25 05:00:02","179.218.172.243","2",NULL
"266","20","1","View Amendment #6 (Allocation of 800MHz Spectrum)","U","2016_04_19CIGAmendment6_signed_1466614928.pdf",NULL,"7","N","Y","2016-06-22 01:02:08","2016-10-22 07:25:10","179.218.172.243","2",NULL
"267","5","1","View Amendment #23 (Change doing business as name to 'FLOW')","U","AmendmentNo.23totheLicenceofCWsigned_1481736379.pdf",NULL,"1","N","Y","2016-12-14 12:26:19","2016-12-14 12:27:55","189.122.98.8","2",NULL
"268","3","1","View Amendment #29 (5 Additional NXX's)","U","AmendmentNo29totheLicenceofDigicelNXXAdditionSIGNED_1493081729.pdf",NULL,"33","N","Y","2017-04-24 08:55:29","2017-04-24 08:57:13","208.168.255.61","2",NULL
"269","42","1","View Licence Document","U","SpreadtheWordInternationalMinistriesT-AVoice97.7Licence-signed_1496270522.pdf",NULL,"1","N","Y","2017-05-31 06:42:02","2017-05-31 06:42:02","189.122.99.80","2",NULL
"270","3","1","View Amendment #30 (Allocation of 7800 MHz and 8200 MHz Spectrum)","U","DigicelLicenceAmendmentNo30Allocationof7816-78728201-8257MHzSigned_1497571003.pdf",NULL,"3","N","Y","2017-06-15 05:15:46","2017-06-15 07:56:43","189.122.99.80","2",NULL
"271","3","1","View Amendment #31","U","20180510143645326_1526628540.pdf",NULL,"34","N","Y","2018-05-18 03:29:00","2018-05-18 03:29:46","27.54.170.98","1",NULL
"272","37","1","Amendment #25 (Additional spectrum assignment- Band 71)","U","AmendmentNo25toLicenceofWestTelLimited_signedAF_1562185609.pdf",NULL,"1","Y","Y","2019-07-03 04:26:49","2019-07-03 05:36:03","173.193.29.45","1",NULL
"273","18","1","Amendment #25 (Additional spectrum assignment- Band 71)","U","AmendmentNo25toLicenceofWestTelLimited_signedAF_1562189696.pdf",NULL,"2","N","Y","2019-07-03 05:34:56","2019-07-03 05:34:56","103.226.187.41","1",NULL
"274","43","1","E2 Maxcom","U","2019UTILITYREGULATIONANDCOMPETITIONOFFICEMaxcomsignedAF_1569396126.pdf",NULL,"4","N","Y","2019-09-25 03:22:06","2019-09-25 03:22:06","103.226.187.41","1",NULL
"275","18","1","Amendment #26 (Licence of WestTel Limited)","U","AmendmentNo26toLicenceofWestTelLimited_1585334645.pdf",NULL,"1","N","Y","2020-03-27 02:44:05","2020-03-27 02:44:05","27.54.170.98","1",NULL
"276","43","1","E3 Maxcom","U","2019UTILITYREGULATIONANDCOMPETITIONOFFICEMaxcomsignedAF_15693961261_1587769019.pdf",NULL,"3","N","N","2020-04-24 06:56:59","2020-04-24 09:10:43","27.54.170.98","1",NULL
"277","3","1","View Amendment #33","U","DigicelLicenceAmendmentNo33Extension_1588178458.pdf",NULL,"2","N","Y","2020-04-29 12:40:58","2020-04-29 12:40:58","27.54.170.98","1",NULL
"278","43","1","E3 Maxcom","U","2020OFREGEXPERIMENTALLICENSEE32020-FUTUREDIGITALSEZC_1589961326.pdf",NULL,"2","N","N","2020-05-20 03:55:26","2020-05-20 03:55:26","27.54.170.98","1",NULL
"279","43","1","E3 Maxcom","U","2020OFREGEXPERIMENTALLICENSEE32020-FUTUREDIGITALSEZC_1593499361.pdf",NULL,"1","N","N","2020-06-30 02:42:41","2020-06-30 02:42:41","27.54.170.98","1",NULL
"280","46","1","E3","U","2020OFREGEXPERIMENTALLICENSEE32020-FUTUREDIGITALSEZC_1593784060.pdf",NULL,"1","N","Y","2020-07-03 09:47:40","2020-07-03 09:47:40","27.54.170.98","1",NULL
"281","47","1","UTILITY REGULATION AND COMPETITION OFFICE","U","SaltLtdInternetExchangePointLicenceFinal_1616674300.pdf",NULL,"1","N","Y","2021-03-25 08:11:40","2021-03-25 08:11:40","103.226.184.100","1",NULL
"282","3","1","View Amendment #34","U","DigicelLicenceAmendment34November2020_1620232885.pdf",NULL,"1","N","Y","2021-05-05 12:41:25","2021-05-05 12:41:25","27.54.170.98","1",NULL
